STUDENT_ID	ESSAY_ID	PLACEMENT_SCORE	PLACEMENT_LEVEL	UNIVERSITY: 	SEX: 	DEPARTMENT: 	AGE: 	DEGREE: 	YEAR_ADDED	YEAR_OF_COURSE: 	NATIVE_LANGUAGE: 	FATHERS_NATIVE_LANGUAGE: 	MOTHERS_NATIVE_LANGUAGE: 	LANGUAGE_SPOKEN_AT_HOME: 	AGE_STARTED_English:	YEARS_STUDYING_English: 	STAY_English_WHEN: 	STAY_English_HOWLONG_WEEKS: 	ABILITY_SPEAKING_English: 	ABILITY_UNDERSTANDING_English: 	ABILITY_READING_English: 	ABILITY_WRITING_English	OTHER_LANGUAGE	OTHER_LANGUAGE1_NAME	ABILITY_SPEAKING_LANGUAGE1: 	ABILITY_UNDERSTANDING_LANGUAGE1: 	ABILITY_READING_LANGUAGE1: 	ABILITY_WRITING_LANGUAGE1: 	OTHER_LANGUAGE2_NAME	ABILITY_SPEAKING_LANGUAGE2: 	ABILITY_UNDERSTANDING_LANGUAGE2: 	ABILITY_READING_LANGUAGE2: 	ABILITY_WRITING_LANGUAGE2: 			TITLE_COMPOSITION: 	RESEARCH_FOR_ESSAY: 	HOURS_RESEARCH: 	SOURCE_ENGLISH_INTERNET: 	SOURCE_ENGLISH_NEWS/MAGS: 	SOURCE_ENGLISH_BOOKS/ARTICLES: 	SOURCE_ENGLISH_TV/RADIO: 	SOURCE_SPANISH_INTERNET: 	SOURCE_SPANISH_NEWS/MAGS: 	SOURCE_SPANISH_BOOKS/ARTICLES: 	SOURCE_SPANISH_TV/RADIO: 	HOW_LONG_WRITE: 	WHERE_WRITE_ESSAY: 	LANGUAGE_TOOLS: 	BILINGUAL_DICT_BOOK	BILINGUAL_DICT_SOFT	BILINGUAL_DICT_INTERNET	ENGLISH_MO0_DICT_BOOK	ENGLISH_MO0_DICT_SOFT	ENGLISH_MO0_DICT_INTERNET	GRAMMAR_BOOK	GRAMMAR_SOFT	GRAMMAR_INTERNET	THES_BOOK	THES_SOFT	THES_INERNET	SPELLCHECKER: 	NATIVE_HELP: 	OTHER_RESOURCES: 	ESSAY_FILENAME: 
A140	A140-1	50	C1	UAM	female	Filología Inglesa	18	Filología Inglesa	2006	year1	Spanish	Spanish	Spanish	Spanish	7	11			3	5	5	4	1	French	1	3	3	2	Italian	1	1	1	1			Traffic problems in Madrid	1	1	0	0	0	0	1	0	0	0	1.3	2	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0		A140-1.txt
A140	A140-2	50	C1	UAM	female	Filología Inglesa	18	Filología Inglesa	2006	year1	Spanish	Spanish	Spanish	Spanish	7	11			3	5	5	4	1	French	1	3	3	2	Italian	1	1	1	1			The war against terrorism	1	1	1	0	0	0	1	0	0	0	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0		A140-2.txt
A141	A141-1	42	B2	UAM	female	Filología Inglesa	25	Filología Inglesa	2006	year1	Spanish	Spanish	Spanish	Spanish	10	15	"2004, 2005"	2 (2 visits)	3	4	5	3	0						0	 	 	 	 			Suggest some solutions that you believe would reduce the traffic problems in Madrid	1	2	1	0	0	0	1	1	0	0	7	3	1	0	1	1	0	1	0	1	0	1	0	0	0	0	0		A141-1.txt
A141	A141-2	42	B2	UAM	female	Filología Inglesa	25	Filología Inglesa	2006	year1	Spanish	Spanish	Spanish	Spanish	10	15	"2004, 2005"	2 (2 visits)	3	4	5	3	0						0	 	 	 	 			Is the world a safer place as result of war against terrorism? Consider a number of different points about this	1	2	1	0	0	0	0	0	0	0	5	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	Help from non-native speaker	A141-2.txt
A142	A142-1	41	B2	UAM	female	Filología Inglesa	18	Filología Inglesa	2006	year1	Spanish	Spanish	Spanish	Spanish	7	12	2005	1	3	4	4	3	0						0	 	 	 	 			Three social issues which you think are the most worrying	1	2	1	0	0	0	1	1	0	0	5	2	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0		A142-1.txt
A142	A142-2	41	B2	UAM	female	Filología Inglesa	18	Filología Inglesa	2006	year1	Spanish	Spanish	Spanish	Spanish	7	12	2005	1	3	4	4	3	0						0	 	 	 	 			Is the world a safer place as result of the war against terrorism?	1	2	1	0	0	0	1	1	0	1	6	3	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0		A142-2.txt
A143	A143-1	 	 	UAM	female	Filología Inglesa	19	Filología Inglesa	2006	year1	Spanish	Spanish	Spanish	Spanish	8	11		8	3	5	4	3	0						0	 	 	 	 			Suggest some solution that you believe would reduce te traffic problems in Madrid	1	1	0	0	0	0	1	0	0	0	8	2	1	1	0	1	0	0	0	0	0	1	0	0	0	1	0		A143-1.txt
A144	A144-1	35	B1	UAM	female	Filología Inglesa	18	Filología Inglesa	2006	year1	Spanish	Spanish	Spanish	Spanish	8	10		8	4	4	4	5	0						0	 	 	 	 			What three social issues do you think are the most worrying these days?	1	2	1	0	0	0	1	0	0	0	6	3	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0		A144-1.txt
A144	A144-2	35	B1	UAM	female	Filología Inglesa	18	Filología Inglesa	2006	year1	Spanish	Spanish	Spanish	Spanish	8	10		8	4	4	4	5	0						0	 	 	 	 			Is the world a safer place as result of the war against terrorism? Consider a number of points about this	1	1	1	0	0	0	0	1	0	0	5	2	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0		A144-2.txt
A145	A145-2	41	B2	UAM	female	Filología Inglesa	18	Filología Inglesa	2006	year1	Spanish	Spanish	Spanish	Spanish	6	12	2006	3	4	4	4	4	1	French	3	3	3	3	0	 	 	 	 			Discuss and analyse objectively a number of different perspectives concerning the Spanish education	1	3	1	0	0	0	1	0	0	1	2	3	1	1	1	1	0	1	0	1	0	0	0	0	0	0	0		A145-2.txt
A146	A146-1	26	A2	UAM	female	Filología Inglesa	18	Filología Inglesa	2006	year1	Spanish	Spanish	Spanish	Spanish	8	10	2004	4	3	4	3	3	1	French	2	2	2	2	0	 	 	 	 			What three social issues do you think are the most worrying these days?	1	2	0	0	0	0	0	1	0	1	5		1	0	1	0	1	0	0	1	0	0	0	0	0	0	0		A146-1.txt
A146	A146-2	26	A2	UAM	female	Filología Inglesa	18	Filología Inglesa	2006	year1	Spanish	Spanish	Spanish	Spanish	8	10	2004	4	3	4	3	3	1	French	2	2	2	2	0	 	 	 	 			Is the world a safer place as result of the war against terrorism?	1	2	0	0	0	0	0	1	0	1	4	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0		A146-2.txt
A148	A148-1	28	A2	UAM	female	Filología Inglesa	18	Filología Inglesa	2006	year1	Spanish	Spanish	Spanish	Spanish	7	12	2005	4	3	4	3	5	1	French	1	1	1	1	0	 	 	 	 			The problem of traffic in Madrid	1	1	0	0	0	0	0	1	0	1	3	2	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	Help from non-native speaker	A148-1.txt
A148	A148-2	28	A2	UAM	female	Filología Inglesa	18	Filología Inglesa	2006	year1	Spanish	Spanish	Spanish	Spanish	7	12	2005	4	3	4	3	5	1	French	1	1	1	1	0	 	 	 	 			Is the world a safe place?	1	2	1	1	0	0	0	0	0	0	3	3	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	Help from non-native speaker	A148-2.txt
A149	A149-1	27	A2	UAM	female	Filología Inglesa	19	Filología Inglesa	2006	year1	Spanish	Spanish	Spanish	Spanish	7	12	2001	2	3	3	3	3	0						0	 	 	 	 			Suggest some solutions that you believe would reduce the traffic problems in Madrid	1	1	0	0	0	0	0	1	0	0	7	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0		A149-1.txt
A149	A149-2	27	A2	UAM	female	Filología Inglesa	19	Filología Inglesa	2006	year1	Spanish	Spanish	Spanish	Spanish	7	12	2001	2	3	3	3	3	0						0	 	 	 	 			Is the world a safer place as result of the war against terrorism?	1	2	0	1	0	0	0	0	0	0	5	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0		A149-2.txt
A150	A150-1	26	A2	UAM	female	Filología Inglesa	17	Filología Inglesa	2006	year1	Spanish	Spanish	Spanish	Spanish	8	9			2	3	4	3	0						0	 	 	 	 			What three social issues do you think are the most worrying these days?	1	9	0	0	0	0	1	1	0	1	4	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0		A150-1.txt
A150	A150-2	26	A2	UAM	female	Filología Inglesa	17	Filología Inglesa	2006	year1	Spanish	Spanish	Spanish	Spanish	8	9			2	3	4	3	0						0	 	 	 	 			Discuss and analyse objectively a number of different perspectives concerning the spanish education system	1	2	1	0	0	0	1	1	0	0	3	3	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0		A150-2.txt
A151	A151-1	41	B2	UAM	female	Filología Inglesa	18	Filología Inglesa	2006	year1	Spanish	Spanish	Spanish	Spanish	8	10	2006	3	4	4	3	3	1	French	3	3	2	3	0	 	 	 	 			What three social issues do you think are the most worrying these days?	1	0.5	0	0	0	0	1	0	0	0	3	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0		A151-1.txt
A152	A152-1	37	B1	UAM	female	Filología Inglesa	19	Filología Inglesa	2006	year1	Spanish	Spanish	Spanish	Spanish	8	11	2002	4	3	4	4	4	1	French	2	3	2	2	0	 	 	 	 			What three social issues do you think are the most worrying these days?	1	1	0	0	0	0	0	0	0	1	4.3	2	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0		A152-1.txt
A152	A152-2	37	B1	UAM	female	Filología Inglesa	19	Filología Inglesa	2006	year1	Spanish	Spanish	Spanish	Spanish	8	11	2002	4	3	4	4	4	1	French	2	3	2	2	0	 	 	 	 			Is the world a safer place as result of the war against terrorism?	1	1.3	0	0	0	0	0	1	0	1	3.3	2	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0		A152-2.txt
A153	A153-1	34	B1	UAM	male	Filología Inglesa	20	Filología Inglesa	2006	year1	Spanish	Spanish	Spanish	Spanish	8	12			2	3	3	2	1	Chinese	2	2	1	1	Italian	2	3	2	2																																A153-1.txt
A155	A155-1	28	A2	UAM	female	Filología Inglesa	18	Filología Inglesa	2006	year1	Spanish	Arabic	Spanish	Spanish and Arabic	7	11			3	4	3	3	1	French	5	5	5	4	Arabic	1	1	2	1			Suggest some solutions that you believe would reduce the traffic problems in Madrid	1	2	0	0	0	0	1	0	1	1	5	2	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	Help from non-native speaker	A155-1.txt
A155	A155-2	28	A2	UAM	female	Filología Inglesa	18	Filología Inglesa	2006	year1	Spanish	Arabic	Spanish	Spanish and Arabic	7	11			3	4	3	3	1	French	5	5	5	4	Arabic	1	1	2	1			Is the world a safer place as a result of the war against terrorism? Consider a number of opinions about this	1	4	0	0	0	0	1	1	0	1	9	2	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	Help from non-native speaker	A155-2.txt
A156	A156-2	 	 	UAM	female	Filología Inglesa	20	Filología Inglesa	2006	year1	Spanish	Spanish	Spanish	Spanish	3	17	2006	4	4	5	4	4	1	French	1	1	2	1	0	 	 	 	 																																A156-2.txt
A158	A158-1	31	B1	UAM	female	Filología Inglesa	18	Filología Inglesa	2006	year1	Spanish	Spanish	Spanish	Spanish	5	12			3	3	4	4	1	French	3	3	4	3	0	 	 	 	 			A not solved problem: The traffic in Madrid. Suggest some solutions that you believe would reduce the traffic problems in Madrid	1	2	1	0	0	0	0	1	0	0	2	3	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0		A158-1.txt
A158	A158-2	31	B1	UAM	female	Filología Inglesa	18	Filología Inglesa	2006	year1	Spanish	Spanish	Spanish	Spanish	5	12			3	3	4	4	1	French	3	3	4	3	0	 	 	 	 			Is the world a safer place as result of the war against terrorism? Consider a number of different opinions...	1	2	1	0	0	0	0	0	0	0	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0		A158-2.txt
A159	A159-1	 	 	UAM	female	Filología Inglesa	18	Filología Inglesa	2006	year1	Spanish	Spanish	Spanish	Spanish	6	12			3	4	5	3	1	French	2	3	4	2	Italian	3	3	4	2			What three social issues do you think are the most worrying these days?	1	0.5	1	0	0	0	1	1	0	1	3	3	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0		A159-1.txt
A160	A160-1	38	B1	UAM	male	Filología Inglesa	18	Filología Inglesa	2006	year1	Spanish	Spanish	Spanish	Spanish	8	12			3	3	3	3	1	Japanese	2	2	2	2	0	 	 	 	 			What three issues do you think are the most worrying these days?	1	0.5	1	0	0	0	1	0	0	0	2.5	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0		A160-1.txt
A160	A160-2	38	B1	UAM	male	Filología Inglesa	18	Filología Inglesa	2006	year1	Spanish	Spanish	Spanish	Spanish	8	12			3	3	3	3	1	Japanese	2	2	2	2	0	 	 	 	 			Is the world a safer place as result of the war against terrorism?	1	2	1	0	0	0	1	0	0	0	4	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0		A160-2.txt
A161	A161-1	44	B2	UAM	female	Filología Inglesa	18	Filología Inglesa	2006	year1	Spanish	Spanish	Spanish	Spanish	7	11			4	4	4	4	1	German	1	1	1	1	French	1	1	1	1			Wht three social issues do you think are the most worrying these days?	1	1	1	0	0	0	1	0	0	0	2.5	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0		A161-1.txt
A161	A161-2	44	B2	UAM	female	Filología Inglesa	18	Filología Inglesa	2006	year1	Spanish	Spanish	Spanish	Spanish	7	11			4	4	4	4	1	German	1	1	1	1	French	1	1	1	1			Spanish education system	1	3	1	0	0	0	1	1	0	1	3	2	1	1	1	0	0	0	0	0	0	0	1	0	1	0	0		A161-2.txt
A162	A162-1	42	B2	UAM	male	Filología Inglesa	24	Filología Inglesa	2006	year1	Spanish	Spanish	Spanish	Spanish	10	12	"2004, 2006"	20	4	5	4	3	1	Italian	1	3	2	1	French	1	1	1	1			Driving license point system / Personal opinion	1	0.5	0	0	0	0	1	0	0	0	1.5	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0		A162-1.txt
A162	A162-2	42	B2	UAM	male	Filología Inglesa	24	Filología Inglesa	2006	year1	Spanish	Spanish	Spanish	Spanish	10	12	"2004, 2006"	20	4	5	4	3	1	Italian	1	3	2	1	French	1	1	1	1			Immigration in France / Personal opinion	0	0	0	0	0	0	1	0	0	0	2	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0		A162-2.txt
A162	A162-3	42	B2	UAM	male	Filología Inglesa	24	Filología Inglesa	2006	year1	Spanish	Spanish	Spanish	Spanish	10	12	"2004, 2006"	20	4	5	4	3	1	Italian	1	3	2	1	French	1	1	1	1			Real Madrid Crisis / Personal Opinion	0	0	1	0	0	0	0	0	0	0	1.5	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0		A162-3.txt
A163	A163-1	39	B1	UAM	female	Filología Inglesa	18	Filología Inglesa	2006	year1	Spanish	Spanish	Spanish	Spanish	9	10			3	4	4	3	1	French	3	4	4	4	0	 	 	 	 			What three social issues do you think are the most worrying these days?	1	3	0	0	0	0	0	1	1	1	4	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0		A163-1.txt
A163	A163-2	39	B1	UAM	female	Filología Inglesa	18	Filología Inglesa	2006	year1	Spanish	Spanish	Spanish	Spanish	9	10			3	4	4	3	1	French	3	4	4	4	0	 	 	 	 			Is the world a safer place as result of the war agains terrorism?	1	2	0	0	0	0	0	1	1	0	3	2	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0		A163-2.txt
A164	A164-1	35	B1	UAM	male	Filología Inglesa	20	Filología Inglesa	2006	year1	Spanish	Spanish	Spanish	Spanish	5	15			3	4	4	3	1	Italian	1	3	2	1	0	 	 	 	 			Doyou personally feel that there should be told ban on the private ownership of guns?	1	1	1	0	0	0	0	0	0	0	3	3	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0		A164-1.txt
A164	A164-2	35	B1	UAM	male	Filología Inglesa	20	Filología Inglesa	2006	year1	Spanish	Spanish	Spanish	Spanish	5	15			3	4	4	3	1	Italian	1	3	2	1	0	 	 	 	 			What is your personal view concerning the use of animals to make humans live in the the testing of pharmaceutical products?	0	0	0	0	0	0	0	0	0	0	3	2	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0		A164-2.txt
A164	A164-3	35	B1	UAM	male	Filología Inglesa	20	Filología Inglesa	2006	year1	Spanish	Spanish	Spanish	Spanish	5	15			3	4	4	3	1	Italian	1	3	2	1	0	 	 	 	 			Should soft drugs be legalised? What do you think?	0	0	0	0	0	0	0	0	0	0	3	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0		A164-3.txt
A164	A164-4	35	B1	UAM	male	Filología Inglesa	20	Filología Inglesa	2006	year1	Spanish	Spanish	Spanish	Spanish	5	15			3	4	4	3	1	Italian	1	3	2	1	0	 	 	 	 			Do you think soft drugs should be legal?	0	0	0	0	0	0	0	0	0	0	2	3	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0		A164-4.txt
A165	A165-1	37	B1	UAM	female	Filología Inglesa	19	Filología Inglesa	2006	year1	Spanish	Spanish	Spanish	Spanish	5	14	1999	12	3	5	4	4	0						0	 	 	 	 			Most worrying social problems	1	2.3	1	0	0	0	1	0	0	0	4	2	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0		A165-1.txt
A166	A166-1	30	B1	UAM	female	Filología Inglesa	18	Filología Inglesa	2006	year1	Spanish	Spanish	Spanish	Spanish	8	10	2006	4	3	4	3	3	1	Italian	1	1	1	1	German	1	1	1	1			Some solutions that you believe would reduce the traffic in Madrid	1	0.5	0	0	0	0	0	1	0	0	2	3	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0		A166-1.txt
A166	A166-2	30	B1	UAM	female	Filología Inglesa	18	Filología Inglesa	2006	year1	Spanish	Spanish	Spanish	Spanish	8	10	2006	4	3	4	3	3	1	Italian	1	1	1	1	German	1	1	1	1			Is the world a safer place as result of the war against terrorism?	1	1	0	0	0	0	1	0	0	1	3	2	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0		A166-2.txt
A168	A168-1	23	A2	UAM	female	Filología Inglesa	18	Filología Inglesa	2006	year1	Spanish	Spanish	Spanish	Spanish	4	10	2003	4	3	3	3	2	1	French	2	3	3	2	0	 	 	 	 			The three social issues most worrying these days	1	2	0	0	0	0	1	0	0	0	3	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0		A168-1.txt
A168	A168-2	23	A2	UAM	female	Filología Inglesa	18	Filología Inglesa	2006	year1	Spanish	Spanish	Spanish	Spanish	4	10	2003	4	3	3	3	2	1	French	2	3	3	2	0	 	 	 	 			Disscuss and analyse objectively a number of different perspectives concerning the Spanish education system	1	4	0	0	0	0	1	1	0	0	3	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0		A168-2.txt
A169	A169-1	 	 	UAM	female	Filología Inglesa	 	Filología Inglesa	2006	year1	Spanish	Spanish	Spanish	Spanish	6	13	2000	4	2	4	3	2							0	 	 	 	 																																A169-1.txt
A170	A170-1	36	B1	UAM	female	Filología Inglesa	18	Filología Inglesa	2006	year1	Spanish	Spanish	Spanish	Spanish	8	11			3	4	5	5							0	 	 	 	 			The three social issues most worrying these days	1	2	0	0	0	0	0	0	1	1	2	2	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0		A170-1.txt
A170	A170-2	36	B1	UAM	female	Filología Inglesa	18	Filología Inglesa	2006	year1	Spanish	Spanish	Spanish	Spanish	8	11			3	4	5	5							0	 	 	 	 			Is the world a safer place as a result of the war against terrorism?	1	1	0	0	1	0	1	0	0	1	2	2	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	Help from non-native speaker	A170-2.txt
A171	A171-1	44	B2	UAM	female	Filología Inglesa	18	Filología Inglesa	2006	year1	Spanish	Indian	Spanish	Spanish	7	11	2004	4	2	4	4	3							0	 	 	 	 			What three social issues do you think are the most worrying these days?	1	2	0	0	0	0	0	1	0	0	3.5	2	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	Help from non-native speaker	A171-1.txt
A171	A171-2	44	B2	UAM	female	Filología Inglesa	18	Filología Inglesa	2006	year1	Spanish	Indian	Spanish	Spanish	7	11	2004	4	2	4	4	3							0	 	 	 	 			Discuss and analyse objectively a number of different perspectives concerning the spanish education system	1	1	1	0	0	1	0	0	0	0	4	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0		A171-2.txt
A172	A172-1	40	B2	UAM	female	Filología Inglesa	19	Filología Inglesa	2006	year1	Spanish	Spanish	Spanish	Spanish	5	14	"2003, 2006"	4 (2 visits)	3	4	4	3	1	German	2	1	1	1	0	 	 	 	 			Do you personally feel that there should be a total ban on the private ownership of guns?	1	4	1	1	0	0	1	0	0	0	5	3	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0		A172-1.txt
A172	A172-2	40	B2	UAM	female	Filología Inglesa	19	Filología Inglesa	2006	year1	Spanish	Spanish	Spanish	Spanish	5	14	"2003, 2006"	4 (2 visits)	3	4	4	3	1	German	2	1	1	1	0	 	 	 	 			Suggest a number of solutions that you feel might reduce the problem of violence related to football. Your solutions should be as realistic as possible	1	4	1	1	1	0	0	0	0	0	4	3	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0		A172-2.txt
A172	A172-3	40	B2	UAM	female	Filología Inglesa	19	Filología Inglesa	2006	year1	Spanish	Spanish	Spanish	Spanish	5	14	"2003, 2006"	4 (2 visits)	3	4	4	3	1	German	2	1	1	1	0	 	 	 	 			How do you think young people could be discouraged from drinking alcohol?	1	2	1	1	0	1	1	1	1	1	2	3	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0		A172-3.txt
A172	A172-4	40	B2	UAM	female	Filología Inglesa	19	Filología Inglesa	2006	year1	Spanish	Spanish	Spanish	Spanish	5	14	"2003, 2006"	4 (2 visits)	3	4	4	3	1	German	2	1	1	1	0	 	 	 	 			Who or what do you think is responsible for the problem of frowing violence among young children?	1	1	1	1	0	0	1	1	0	0	2	3	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0		A172-4.txt
A173	A173-1	32	B1	UAM	female	Filología Inglesa	19	Filología Inglesa	2006	year1	Spanish	Spanish	Spanish	Spanish	7	10	 	4	3	4	4	4							0	 	 	 	 			What three social issues do you think are the most worrying these days?	1	2	1	0	0	0	1	0	0	1	2	2	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0		A173-1.txt
A173	A173-2	32	B1	UAM	female	Filología Inglesa	19	Filología Inglesa	2006	year1	Spanish	Spanish	Spanish	Spanish	7	10	 	4	3	4	4	4							0	 	 	 	 			Is the world a safer place as result of the war against terrorism?	1	0.5	0	0	0	0	0	0	1	0	2.3	2	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0		A173-2.txt
A174	A174-1	33	B1	UAM	female	Filología Inglesa	19	Filología Inglesa	2006	year1	Spanish	Spanish	Spanish	Spanish	5	14			5	5	3	3	1	French	3	3	4	3	0	 	 	 	 			The problem of traffic in Madrid	1	1.3	0	0	0	0	1	1	0	0	2	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0		A174-1.txt
A174	A174-2	33	B1	UAM	female	Filología Inglesa	19	Filología Inglesa	2006	year1	Spanish	Spanish	Spanish	Spanish	5	14			5	5	3	3	1	French	3	3	4	3	0	 	 	 	 			The spanish education system	1	1	1	0	0	0	0	0	0	0	2	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0		A174-2.txt
A175	A175-2	34	B1	UAM	female	Filología Inglesa	18	Filología Inglesa	2006	year1	Spanish	Spanish	Spanish	Spanish	8	10	2004	4	3	4	4	3	1	French	1	2	2	1	0	 	 	 	 																																A175-2.txt
A176	A176-1	34	B1	UAM	female	Filología Inglesa	18	Filología Inglesa	2006	year1	Spanish	Spanish	Spanish	Spanish	6	12	2002	2	3	4	4	3	1	French	2	2	3	2	0	 	 	 	 			What three social issues do you think are the most worrying these days?	1	2	0	0	0	0	1	0	0	1	5	2	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0		A176-1.txt
A176	A176-2	34	B1	UAM	female	Filología Inglesa	18	Filología Inglesa	2006	year1	Spanish	Spanish	Spanish	Spanish	6	12	2002	2	3	4	4	3	1	French	2	2	3	2	0	 	 	 	 			Discuss and analyse objectively a number of different perspectives concerning the spanish education system	1	2.3	1	0	0	0	1	0	0	0	4	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0		A176-2.txt
A177	A177-1	43	B2	UAM	female	Filología Inglesa	18	Filología Inglesa	2006	year1	Spanish	Spanish	Spanish	Spanish and English	5	12	"2002, 2003, 2005"	12 (3 visits)	5	5	4	4	1	French	2	3	2	2	0	 	 	 	 			What three social issues do you think are the most worrying these days?	0	0	0	0	0	0	0	0	0	0	1	3	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Help from non-native speaker	A177-1.txt
A177	A177-2	43	B2	UAM	female	Filología Inglesa	18	Filología Inglesa	2006	year1	Spanish	Spanish	Spanish	Spanish and English	5	12	"2002, 2003, 2005"	12 (3 visits)	5	5	4	4	1	French	2	3	2	2	0	 	 	 	 																																A177-2.txt
A178	A178-1	 	 	UAM	male	Filología Inglesa	19	Filología Inglesa	2006	year1	Spanish	Spanish	Spanish	Spanish	8	11			3	4	4	3	1	Japanese	2	2	2	2	0	 	 	 	 			What three social issues do you think are the most worrying these days?	1	1	1	0	0	0	1	0	0	0	3	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0		A178-1.txt
A179	A179-1	30	B1	UAM	female	Filología Inglesa	21	Filología Inglesa	2006	year1	Spanish	Spanish	Spanish	Spanish	5	15			3	4	3	3	1	French	1	2	1	1	0	 	 	 	 			Do you personally feel that there sould be a total ban on the private ownership of guns?	1	2	1	0	0	0	0	1	0	1	4	3	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	Help from non-native speaker	A179-1.txt
A179	A179-2	30	B1	UAM	female	Filología Inglesa	21	Filología Inglesa	2006	year1	Spanish	Spanish	Spanish	Spanish	5	15			3	4	3	3	1	French	1	2	1	1	0	 	 	 	 			"""Peace on Earth simply isn't a possibility, despite what all Christmas cards say. The events of the last year prove it."" Discuss this opinion objectively."	1	1	1	0	0	0	1	1	0	1	5	3	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	Help from non-native speaker	A179-2.txt
A179	A179-3	30	B1	UAM	female	Filología Inglesa	21	Filología Inglesa	2006	year1	Spanish	Spanish	Spanish	Spanish	5	15			3	4	3	3	1	French	1	2	1	1	0	 	 	 	 			Do you personally feel that there should be a change on television?	1	1	0	1	0	0	1	1	0	1	3	3	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	Help from non-native speaker	A179-3.txt
A179	A179-4	30	B1	UAM	female	Filología Inglesa	21	Filología Inglesa	2006	year1	Spanish	Spanish	Spanish	Spanish	5	15			3	4	3	3	1	French	1	2	1	1	0	 	 	 	 			What do you think are the main reasons to live in Madrid? Do you think there is another better city to live in?	1	1	1	0	0	0	1	0	1	1	4	3	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	Help from non-native speaker	A179-4.txt
A180	A180-1	31	B1	UAM	female	Filología Inglesa	18	Filología Inglesa	2006	year1	Spanish	Spanish	Spanish	Spanish	6	11	 	4	4	4	4	4	1	French	3	4	4	3	0	 	 	 	 			Suggest some solutions that you believe would reduce the traffic problems in Madrid	0	0	0	0	0	0	0	0	0	0	3	2	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0		A180-1.txt
